0.00349 0.01201 0.01970 0.00573 0.01195 0.05347 0.35867 1.23471 1.89525 3.86269
0.00317 0.00838 0.01526 0.01334 0.00164 0.02507 0.14751 0.44938 1.26646 3.11653
0.00750 0.02249 0.05548 0.14954 0.09354 0.03864 0.29383 1.53829 5.35545 13.87337
0.00780 0.02210 0.06740 0.13867 0.06925 0.03131 0.22381 1.01517 3.09061 7.83273
0.00909 0.02551 0.07738 0.12136 0.04606 0.02995 0.21155 0.83816 2.41292 6.31314
0.00893 0.02563 0.07570 0.10487 0.03575 0.02465 0.17100 0.64094 1.86113 5.02523
0.01022 0.03219 0.07982 0.08197 0.01715 0.02451 0.17481 0.61925 1.73894 4.81431
0.00974 0.02921 0.06910 0.06990 0.02039 0.02067 0.13815 0.46943 1.27105 3.24726
0.01083 0.03175 0.06487 0.05846 0.01421 0.02057 0.13439 0.42788 1.13932 2.87881
0.01269 0.03535 0.05582 0.04674 0.01460 0.02200 0.13779 0.40203 0.94934 2.31278
0.02142 0.06853 0.07692 0.16589 0.14482 0.03334 0.23446 1.00830 4.83037 13.82700
0.02314 0.06866 0.09677 0.21882 0.11339 0.03278 0.22720 1.09241 3.92898 10.19748
0.02390 0.06573 0.12011 0.25586 0.12312 0.03138 0.21063 1.04163 3.44552 9.85344
0.02519 0.06372 0.13795 0.25082 0.10500 0.03075 0.20174 0.96746 2.93744 8.04732
0.02548 0.06106 0.14541 0.23204 0.08477 0.02908 0.18740 0.85176 2.43434 6.32996
0.02497 0.05628 0.13899 0.21865 0.07715 0.02681 0.16711 0.70267 1.95377 5.03888
0.02443 0.05397 0.13919 0.20197 0.06621 0.02468 0.15242 0.61537 1.66687 4.23086
0.02385 0.05017 0.13428 0.18899 0.06079 0.02289 0.13694 0.52561 1.40928 3.55361
0.04115 -0.14031 0.22784 0.26742 0.22162 0.03703 0.33874 1.31029 6.89592 19.44329
0.04054 0.13880 0.21602 0.37532 0.22063 0.03499 0.30991 1.19608 5.39353 14.23892
0.03787 0.12181 0.20594 0.32618 0.23870 0.03133 0.25856 0.95813 4.17688 11.67282
0.03825 0.12598 0.20008 0.30617 0.20694 0.03040 0.24863 0.92783 3.90751 10.94583
0.03876 0.12750 0.19109 0.28314 0.18979 0.02967 0.23780 0.87981 3.59528 10.17201
0.04046 0.13696 0.18941 0.20800 0.12196 0.02986 0.23958 0.91406 3.74701 11.37121
0.03796 0.12094 0.17815 0.25420 0.15937 0.02699 0.20455 0.74726 3.10604 9.15622
0.03946 0.12725 0.17031 0.23140 0.14795 0.02717 0.20443 0.76007 2.99714 8.62265
0.04118 0.13161 0.16493 0.21930 0.12830 0.02742 0.20372 0.77205 2.99680 8.49383
0.03860 0.11765 0.15451 0.20730 0.13814 0.02478 0.17660 0.63107 2.52204 7.43146
0.04314 0.13208 0.15236 0.14671 0.08562 0.02694 0.19223 0.73474 2.89892 9.06246
0.04288 0.12646 0.14472 0.18294 0.10934 0.02593 0.17998 0.67500 2.55860 7.35284
0.04818 0.14032 0.16561 0.24605 0.11054 0.02825 0.19785 0.87546 3.25238 9.85523
0.04655 0.13014 0.16088 0.26998 0.13003 0.02647 0.17926 0.76071 2.65541 7.75238
0.04517 0.12229 0.15852 0.27958 0.12638 0.02493 0.16436 0.68154 2.23681 6.20390
0.04477 0.11678 0.15843 0.28087 0.11956 0.02405 0.15442 0.63231 1.94610 5.20233
0.04798 0.11948 0.18695 0.26953 0.08203 0.02504 0.15963 0.69653 1.98492 5.03233
0.04546 0.10993 0.17696 0.27068 0.08672 0.02309 0.14279 0.59449 1.66752 4.22243
0.10160 0.28528 0.35466 -0.77804 1.21148 0.04853 0.50925 2.57851 13.04515 13.86775
0.06703 0.14926 0.33368 0.44600 0.31501 0.03190 0.22287 1.03504 5.23291 15.12216
0.06894 0.15474 0.32450 0.42126 0.29764 0.03189 0.22904 1.00062 4.40771 12.50120
0.06719 0.14684 0.31668 0.39557 0.28920 0.03036 0.21249 0.89236 3.68458 10.82049
0.06123 0.12677 0.30348 0.33841 0.23683 0.02709 0.17683 0.72489 2.79465 9.85624
0.06773 0.14798 0.31788 0.30824 0.18384 0.02920 0.20606 0.81129 3.05336 10.00658
0.07082 0.16392 0.31993 0.34327 0.18711 0.02976 0.22106 0.85246 3.31456 9.66377
0.06735 0.14934 0.30966 0.27254 0.15597 0.02773 0.19716 0.73249 2.66891 9.05581
0.06413 0.13690 0.29854 0.26952 0.15433 0.02580 0.17721 0.63854 2.32549 8.51517
0.05904 0.11775 0.26519 0.22875 0.08689 0.02324 0.15019 0.51591 1.55428 4.68213
0.06377 0.13790 0.28294 0.23631 0.14553 0.02466 0.16974 0.57656 2.00943 7.67372
0.06364 0.14247 0.27802 0.25973 0.17886 0.02407 0.16823 0.56588 2.07219 6.91109
0.06768 0.16589 0.27740 0.31835 0.21326 0.02522 0.18545 0.62936 2.51457 8.45448
0.07224 0.19610 0.27161 0.35603 0.18972 0.02651 0.20604 0.73011 2.75493 8.13349
0.07106 0.19247 0.26149 0.38322 0.18899 0.02562 0.19646 0.68852 2.47648 6.89168
0.06947 0.18690 0.25356 0.40013 0.18955 0.02459 0.18542 0.64411 2.21730 5.92206
0.07047 0.19484 0.25940 0.41526 0.15057 0.02455 0.18638 0.67639 2.18007 5.64395
0.06737 0.17908 0.24129 0.42100 0.17058 0.02305 0.16890 0.58218 1.83928 4.72496
0.12704 0.38018 0.56618 0.09205 0.48105 0.04356 0.42058 2.34342 13.67783 17.17561
0.09049 0.26076 0.48498 0.51603 0.47388 0.03066 0.24363 1.21821 5.46135 16.19978
0.08405 0.23863 0.46139 0.51514 0.47949 0.02791 0.21410 1.03400 4.19148 13.20204
0.08551 0.23915 0.45772 0.50278 0.45118 0.02805 0.21200 1.01808 4.20633 13.09893
0.09096 0.25313 0.45266 0.46376 0.43690 0.02939 0.22471 1.08266 4.88842 14.76020
0.08807 0.24183 0.44448 0.46858 0.41725 0.02802 0.20836 1.00357 4.74506 14.69976
0.09471 0.25463 0.43523 0.44789 0.39080 0.02977 0.22276 1.05762 4.93619 14.53580
0.09699 0.25837 0.42778 0.44575 0.35985 0.03003 0.22447 1.06487 5.07994 14.64179
0.08694 0.22413 0.39196 0.39694 0.45498 0.02653 0.18590 0.83998 3.67397 12.57089
0.09673 0.24702 0.41148 0.44972 0.32099 0.02909 0.21014 0.97067 4.34270 12.59474
0.09325 0.23673 0.38791 0.39674 0.37996 0.02761 0.19511 0.89296 4.15937 13.10122
0.09505 0.23705 0.38218 0.40471 0.34451 0.02773 0.19469 0.88862 4.30938 13.31396
0.09248 0.22428 0.36182 0.37910 0.37912 0.02660 0.18183 0.79655 3.31129 10.18139
0.10373 0.24824 0.36558 0.38925 0.30056 0.02944 0.20797 0.94156 4.58056 13.27720
0.10075 0.23787 0.35440 0.36932 0.31759 0.02816 0.19486 0.87162 4.18420 12.50320
0.10347 0.23911 0.34619 0.36556 0.30052 0.02855 0.19679 0.87619 4.23304 12.56499
0.09927 0.22436 0.33554 0.37813 0.30994 0.02701 0.18073 0.78112 3.44849 10.33526
0.10295 0.22911 0.34110 0.39497 0.24925 0.02761 0.18625 0.80961 3.42712 9.85295
0.10190 0.22291 0.34097 0.39252 0.22679 0.02694 0.17962 0.76944 3.10942 9.11089
0.09853 0.21167 0.33570 0.37981 0.22798 0.02569 0.16745 0.70098 2.69234 8.13910
0.09914 0.20858 0.34531 0.38812 0.18526 0.02548 0.16518 0.68845 2.67234 8.17215
0.09813 0.20322 0.33665 0.36235 0.19741 0.02487 0.15973 0.64737 2.32817 7.09254
0.10194 0.20645 0.34425 0.34914 0.16976 0.02554 0.16475 0.65966 2.32269 7.00272
0.09148 0.18096 0.32134 0.32953 0.15754 0.02263 0.13813 0.53243 1.75987 6.00171
0.09674 0.18916 0.33993 0.30524 0.12607 0.02358 0.14712 0.56758 1.87119 6.15286
0.10033 0.19469 0.34396 0.31548 0.14180 0.02413 0.15298 0.58009 1.94520 6.05753
0.10689 0.21038 0.36039 0.34927 0.18283 0.02540 0.16715 0.63509 2.31531 7.87099
0.10891 0.21867 0.36160 0.38031 0.18994 0.02552 0.17174 0.65131 2.39170 7.47039
0.11007 0.22306 0.35689 0.41549 0.20382 0.02546 0.17351 0.64948 2.36464 7.03780
0.11568 0.24353 0.36459 0.44064 0.17179 0.02648 0.18786 0.71749 2.51766 6.92821
0.10909 0.21976 0.33831 0.46700 0.21277 0.02466 0.16707 0.60197 2.07657 5.72663
0.10756 0.21630 0.33178 0.48852 0.20489 0.02402 0.16169 0.57644 1.94568 5.25009
0.14282 0.35081 0.56767 0.41964 0.38946 0.03183 0.26889 1.34816 5.43866 20.08321
0.13127 0.31243 0.52988 0.53891 0.54133 0.02887 0.22897 1.08276 4.35389 14.56109
0.13128 0.31021 0.53385 0.59611 0.47562 0.02861 0.22509 1.05287 4.17796 12.82973
0.12553 0.29178 0.50862 0.61206 0.47122 0.02701 0.20636 0.93051 3.45977 10.79200
0.13218 0.31444 0.54371 0.56444 0.40107 0.02827 0.22250 1.02454 4.11162 12.44449
0.13382 0.32043 0.54558 0.54839 0.36342 0.02838 0.22452 1.02519 4.17251 12.49023
0.15193 0.40053 0.65327 -0.01402 0.67489 0.03213 0.28206 1.48878 6.89103 8.17257
0.13517 0.32937 0.53213 0.46466 0.35714 0.02813 0.22418 0.99952 4.27939 13.21739
0.12135 0.27962 0.47545 0.45731 0.44786 0.02483 0.18437 0.75421 2.93841 11.24579
0.12937 0.31100 0.50393 0.47546 0.35031 0.02638 0.20341 0.87101 3.52992 10.94972
0.12915 0.31023 0.49309 0.46009 0.34661 0.02611 0.20023 0.84377 3.41559 10.58911
0.12089 0.27391 0.43482 0.40047 0.46497 0.02421 0.17487 0.67262 2.32153 8.03108
